Ссылка на сайт поставщика/вендора,Ситилинк - Полное Наименование,PartNumber/Артикул Производителя,Бренд,Группа товаров,Модель,Код Товара
https://www.apple.com/ru/macbook-air/specs/,"Ноутбук Apple MacBook Air A2337 Z124000AL, 13.3"", IPS, Apple M1 8 core 3.2ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серый космос",Z124000AL,APPLE,Ноутбуки,A2337,1939606
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18L000EB (MQKP3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, серый космос",Z18L000EB (MQKP3),APPLE,Ноутбуки,A2941,1941515
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18N000CC (MQKQ3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",Z18N000CC (MQKQ3),APPLE,Ноутбуки,A2941,1941524
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18T000EA (MQKW3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, полночный",Z18T000EA (MQKW3),APPLE,Ноутбуки,A2941,1941530
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18U000B1 (MQKX3), 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, полночный",Z18U000B1 (MQKX3),APPLE,Ноутбуки,A2941,1941534
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18L0013V, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серый космос",Z18L0013V,APPLE,Ноутбуки,A2941,1941556
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18N0014X, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",Z18N0014X,APPLE,Ноутбуки,A2941,1941559
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18T001DH, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, полночный",Z18T001DH,APPLE,Ноутбуки,A2941,1941564
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 Z18U001JP, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, полночный",Z18U001JP,APPLE,Ноутбуки,A2941,1941568
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2681 MLY33LL/A, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, полночный",MLY33LL/A,APPLE,Ноутбуки,A2681,1943310
https://global.machenike.com/products/l15,"Ноутбук игровой MACHENIKE L15, 15.6"",  IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 8ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3050, без операционной системы, серебристый [l15-i512450h30504gf144lsms0r2]",L15-I512450H30504GF144LSMS0R2,MACHENIKE,Ноутбуки,L15,1954841
https://global.machenike.com/products/l15,"Ноутбук игровой MACHENIKE L15 15.6"", IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 16ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3050 Ti, без операционной системы, серебристый",,MACHENIKE,Ноутбуки,L15,1954842
https://global.machenike.com/products/l15,"Ноутбук игровой MACHENIKE L15 L15-I712700H30606GF144HSMD0R2, 15.6"", IPS, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 16ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3060 для ноутбуков - 6 ГБ, без операционной",L15-I712700H30606GF144HSMD0R2,MACHENIKE,Ноутбуки,L15,1954844
https://global.machenike.com/products/14x,"Ультрабук MACHENIKE Machcreator 14X MC-14XI512500HQ90HBM00R2, 14"", IPS, Intel Core i5 12500H 2.5ГГц, 12-ядерный, 16ГБ LPDDR5, 512ГБ SSD,  Intel Iris Xe graphics, без операционной системы, черный",MC-14XI512500HQ90HBM00R2,MACHENIKE,Ноутбуки,14X,1954848
https://global.machenike.com/products/s16-o,"Ноутбук игровой MACHENIKE S16 S16-I712700H30606GQ165HGMD0R2, 16"", IPS, Intel Core i7 12700H 2.3ГГц, 14-ядерный, 16ГБ DDR4, 512ГБ SSD,  NVIDIA GeForce  RTX 3060 для ноутбуков - 6 ГБ, без операционной с",S16-I712700H30606GQ165HGMD0R2,MACHENIKE,Ноутбуки,S16,1954854
https://global.machenike.com/products/s16-o,"Ноутбук игровой MACHENIKE S16 S16-I912900H30606GQ165HGMQDR2, 16"", IPS, Intel Core i9 12900H 2.5ГГц, 14-ядерный, 32ГБ DDR4, 1ТБ SSD,  NVIDIA GeForce  RTX 3060 для ноутбуков - 6 ГБ, без операционной сис",S16-I912900H30606GQ165HGMQDR2,MACHENIKE,Ноутбуки,S16,1954856
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 MQKW3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, полночный",MQKW3RU/A,APPLE,Ноутбуки,A2941,1961504
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 MQKP3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, серый космос",MQKP3RU/A,APPLE,Ноутбуки,A2941,1961509
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 MQKR3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, серебристый",MQKR3RU/A,APPLE,Ноутбуки,A2941,1961511
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 MQKU3RU/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 256ГБ SSD,  Mac OS, белый",MQKU3RU/A,APPLE,Ноутбуки,A2941,1961513
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2681 Z15S0059E, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серый космос",Z15S0059E,APPLE,Ноутбуки,A2681,1968509
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2681 Z15S0059F, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",Z15S0059F,APPLE,Ноутбуки,A2681,1968516
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2681 Z160007NP, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, полночный",Z160007NP,APPLE,Ноутбуки,A2681,1968521
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2681 Z160006PD, 13.6"", IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, полночный",Z160006PD,APPLE,Ноутбуки,A2681,1968522
https://www.aq.ru/product/aquarius-cmp-ns483-isp-2/,"Ноутбук AQUARIUS CMP NS483 (Исп.2) NS4831524116Q151E90NT2NNNN2, 14"", трансформер,  IPS, Intel Core i5 1155G7 2.5ГГц, 4-ядерный, 16ГБ 256ГБ SSD,  интегрированное, Linux Astra Special Edition",NS4831524116Q151E90NT2NNNN2,AQUARIUS,Ноутбуки,CMP NS483 (Исп.2),1968916
https://www.apple.com/macbook-pro-14-and-16/specs/,"Ноутбук Apple MacBook Pro A2780 MNW83ZS/A, 16.2"", 2023, Retina XDR, Apple M2 Pro 12 core 3.49ГГц, 12-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",MNW83ZS/A,APPLE,Ноутбуки,A2780,1974125
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 MQKX3LL/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, полночный",MQKX3LL/A,APPLE,Ноутбуки,A2941,1974153
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air A2941 MQKQ3LL/A, 15.3"", 2023, IPS, Apple M2 8 core 3.5ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",MQKQ3LL/A,APPLE,Ноутбуки,A2941,1974157
https://support.hp.com/us-en/product/details/hp-spectre-x360-13.5-inch-2-in-1-laptop-pc-14-ef0000/model/2100804768?sku=6M4W1EA,"Ноутбук HP Spectre x360 14-ef0012nn 6M4W1EA, 13.5"", трансформер,  IPS, Intel Core i7 1255U 1.7ГГц, 10-ядерный, 16ГБ LPDDR4x, 1ТБ SSD,  Intel Iris Xe graphics, Windows 11 Home, серебристый",6M4W1EA,HP,Ноутбуки,14-ef0012nn,1976077
https://www.apple.com/macbook-pro-14-and-16/specs/,"Ноутбук Apple MacBook Pro A2780 MNW83X/A, 16.2"", 2023, Retina XDR, Apple M2 Pro 12 core 3.49ГГц, 12-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",MNW83X/A,APPLE,Ноутбуки,A2780,1976399
https://www.apple.com/macbook-pro-14-and-16/specs/,"Ноутбук Apple MacBook Pro A2779 MPHE3ZP/A, 14.2"", 2023, Retina XDR, Apple M2 Pro 10 core 10-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",MPHE3ZP/A,APPLE,Ноутбуки,A2779,1978857
https://3logic.ru/products/?I=105839,"Ноутбук Microsoft Surface Go Platinum 21O-00004, 12.4"", IPS, Intel Core i5 1035G1 1ГГц, 4-ядерный, 16ГБ LPDDR4x, 256ГБ SSD,  Intel UHD Graphics, Windows 10 Professional, серебристый",21O-00004,MICROSOFT,Ноутбуки,Go Platinum,1982777
https://3logic.ru/products/?I=105840,"Ноутбук Microsoft Surface Laptop 3 Platinum PLT-00003, 15"", IPS, Intel Core i5 1035G7 1.2ГГц, 4-ядерный, 8ГБ LPDDR4x, 128ГБ SSD,  Intel Iris Plus graphics, Windows 10 Professional, серебристый",PLT-00003,MICROSOFT,Ноутбуки,Laptop 3 Platinum,1982778
https://3logic.ru/products/?I=105838,"Ноутбук Microsoft Surface Go Platinum TNV-00004, 12.4"", IPS, Intel Core i5 1035G1 1ГГц, 4-ядерный, 8ГБ LPDDR4x, 256ГБ SSD,  Intel UHD Graphics, Windows 10 Professional, серебристый",TNV-00004,MICROSOFT,Ноутбуки,Go Platinum,1982779
https://psref.lenovo.com/Detail/IdeaPad/IdeaPad_1_15IGL7?M=82V700EMUE,"Ноутбук Lenovo IdeaPad 1 15IGL7 82V700EMUE, 15.6"", 2023, TN, Intel Celeron N4020 1.1ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  600, без операционной системы, серый",82V700EMUE,LENOVO,Ноутбуки,15IGL7,1983406
https://echips-pc.ru/tproduct/633725486-360749817841-envy-140,"Ноутбук ECHIPS Envy14 NX140A-R-240 14"", IPS, Intel Celeron J4125 2ГГц, 4-ядерный, 8ГБ LPDDR4, 240ГБ SSD,  Intel UHD Graphics  600, Windows 11 Professional, серый",,ECHIPS,Ноутбуки,NX140A-R-240,1983523
https://www.apple.com/macbook-air-13-and-15-m2/specs/,"Ноутбук Apple MacBook Air 13 Z15W000KS, 13.6"", Retina, Apple M2 8 core 3.5ГГц, 8-ядерный, 16ГБ 256ГБ SSD,  Mac OS, серебристый",Z15W000KS,APPLE,Ноутбуки,13,1985736
https://digma.ru/catalog/item/22806?item=1986115,"Ноутбук Digma EVE C4800 DN14CN-8CXW01, 14"", 2024, IPS, Intel Celeron N4020 1.1ГГц, 2-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  600, Windows 11 Professional, темно-серый",DN14CN-8CXW01,DIGMA,Ноутбуки,C4800,1986115
https://digma.ru/catalog/item/22807?item=1986116,"Ноутбук Digma EVE P4850 DN14N5-8CXW01, 14"", 2024, IPS, Intel Pentium N5030 1.1ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  605, Windows 11 Professional, темно-серый",DN14N5-8CXW01,DIGMA,Ноутбуки,P4850,1986116
https://www.hp.com/emea_africa-en/products/laptops/product-details/2101574706,"Ноутбук HP 15s-fq5295nia 7C8B4EA, 15.6"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 8ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Free DOS, серебристый",7C8B4EA,HP,Ноутбуки,15s-fq5295nia,1986876
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2918 MTL73B/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",MTL73B/A,APPLE,Ноутбуки,A2918,1989392
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2918 MR7J3B/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серебристый",MR7J3B/A,APPLE,Ноутбуки,A2918,1989394
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2991 MRW13LL/A, 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",MRW13LL/A,APPLE,Ноутбуки,A2991,1989396
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2992 MRX33LL/A, 14.2"", 2023, Retina XDR, Apple M3 Pro 11 core 4ГГц, 11-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",MRX33LL/A,APPLE,Ноутбуки,A2992,1989397
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2991 MRW23LL/A, 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 36ГБ 512ГБ SSD,  Mac OS, черный космос",MRW23LL/A,APPLE,Ноутбуки,A2991,1989401
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2918 MTL73LL/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",MTL73LL/A,APPLE,Ноутбуки,A2918,1990059
https://www.aq.ru/product/aquarius-cmp-ns685u-isp4/,"Ноутбук AQUARIUS CMP NS685U (Исп.4) 15.6"", IPS, Intel Core i5 1155G7 2.5ГГц, 4-ядерный, 8ГБ 512ГБ SSD,  Intel UHD Graphics, без операционной системы, черный",,AQUARIUS,Ноутбуки,CMP NS685U (Исп.4),1990884
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2918 Z1C800132, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 16ГБ 512ГБ SSD,  Mac OS, серый космос",Z1C800132,APPLE,Ноутбуки,A2918,1991714
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2992 Z1AU003A9, 14.2"", 2023, Retina XDR, Apple M3 Pro 11 core 4ГГц, 11-ядерный, 36ГБ 512ГБ SSD,  Mac OS, черный космос",Z1AU003A9,APPLE,Ноутбуки,A2992,1991718
https://aspirestore.ru/product/NX.K0FER.003/,"Ноутбук Acer Swift 3 SF314-512-55DD NX.K0FER.003, 14"", IPS, Intel Core i5 1240P 1.7ГГц, 12-ядерный, 16ГБ LPDDR4x, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Home, серебристый",NX.K0FER.003,ACER,Ноутбуки,SF314-512-55DD,1993888
https://aspirestore.ru/product/NX.K0FER.004/harakteristiki/,"Ноутбук Acer Swift 3 SF314-512-744D NX.K0FER.004, 14"", IPS, Intel Core i7 1260P 2.1ГГц, 12-ядерный, 16ГБ LPDDR4x, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Home, серебристый",NX.K0FER.004,ACER,Ноутбуки,SF314-512-744D,1993889
https://aspirestore.ru/product/NX.VPKER.00Y/,"Ноутбук Acer TravelMate P2 TMP214-53-540M NX.VPKER.00Y, 14"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 8ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",NX.VPKER.00Y,ACER,Ноутбуки,TMP214-53-540M,1993890
https://aspirestore.ru/product/NX.VPAER.00R/,"Ноутбук Acer TravelMate P4 TMP414-51-7468 NX.VPAER.00R, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, темно-синий",NX.VPAER.00R,ACER,Ноутбуки,TMP414-51-7468,1993891
https://aspirestore.ru/product/NX.VSZER.005/,"Ноутбук Acer TravelMate P6 TMP614P-52-74QX NX.VSZER.005, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ LPDDR4x, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",NX.VSZER.005,ACER,Ноутбуки,TMP614P-52-74QX,1993892
https://aspirestore.ru/product/NX.VSZER.006/,"Ноутбук Acer TravelMate P6 TMP614P-52-758G NX.VSZER.006, 14"", IPS, Intel Core i7 1165G7 2.8ГГц, 4-ядерный, 16ГБ LPDDR4x, 1ТБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",NX.VSZER.006,ACER,Ноутбуки,TMP614P-52-758G,1993893
https://aspirestore.ru/product/NH.QGYER.002/harakteristiki/,"Ноутбук игровой Acer Nitro 5 AN515-46-R5B3 NH.QGYER.002, 15.6"", IPS, AMD Ryzen 7 6800H 3.2ГГц, 8-ядерный, 16ГБ DDR5, 1ТБ SSD,  NVIDIA GeForce  RTX 3050 Ti для ноутбуков - 4 ГБ, без операционной систем",NH.QGYER.002,ACER,Ноутбуки,AN515-46-R5B3,1993895
https://aspirestore.ru/product/NX.VPVER.010/harakteristiki/,"Ноутбук Acer TravelMate P2 TMP215-53-51KH NX.VPVER.010, 15.6"", IPS, Intel Core i5 1135G7 2.4ГГц, 4-ядерный, 16ГБ DDR4, 512ГБ SSD,  UMA, Windows 11 Pro, черный",NX.VPVER.010,ACER,Ноутбуки,TMP215-53-51KH,1993897
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2918 MR7J3LL/A, 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серебристый",MR7J3LL/A,APPLE,Ноутбуки,A2918,1994032
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2991 MRW43LL/A, 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 18ГБ 512ГБ SSD,  Mac OS, серебристый",MRW43LL/A,APPLE,Ноутбуки,A2991,1994035
https://echips-pc.ru/tproduct/1-765957059181-echips-malachite,"Ноутбук ECHIPS Malachite NQ15E 15.6"", IPS, Intel N-series N100 0.8ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics, Windows 11 Professional, зеленый",,ECHIPS,Ноутбуки,NQ15E,1995580
https://aspirestore.ru/product/NX.K9YER.00B/harakteristiki/,"Ноутбук Acer Aspire 3 A317-54-39SS NX.K9YER.00B, 17.3"", IPS, Intel Core i3 1215U 1.2ГГц, 6-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel UHD Graphics, без операционной системы, серебристый",NX.K9YER.00B,ACER,Ноутбуки,A317-54-39SS,1996058
https://aspirestore.ru/product/NX.K9YER.00A/,"Ноутбук Acer Aspire 3 A317-54-572Z NX.K9YER.00A, 17.3"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, без операционной системы, серебристый",NX.K9YER.00A,ACER,Ноутбуки,A317-54-572Z,1996059
https://aspirestore.ru/product/NX.VVAER.008/harakteristiki/,"Ноутбук Acer TravelMate P2 TMP215-54-58UD NX.VVAER.008, 15.6"", IPS, Intel Core i5 1235U 1.3ГГц, 10-ядерный, 16ГБ DDR4, 512ГБ SSD,  Intel Iris Xe graphics, Windows 11 Professional, черный",NX.VVAER.008,ACER,Ноутбуки,TMP215-54-58UD,1996060
https://echips-pc.ru/tproduct/1-523736994841-echips-easy-156,"Ноутбук ECHIPS Easy XPS15 15.6"", IPS, Intel Celeron J4125 2ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics  600, Windows 11 Professional, серебристый",,ECHIPS,Ноутбуки,XPS15,2001703
https://echips-pc.ru/tproduct/1-765957059181-echips-malachite,"Ноутбук ECHIPS Malachite NQ15E-1 15.6"", IPS, Intel N-series N100 0.8ГГц, 4-ядерный, 8ГБ DDR4, 256ГБ SSD,  Intel UHD Graphics, Windows 11 Home, зеленый",,ECHIPS,Ноутбуки,NQ15E-1,2004272
https://www.aq.ru/product/aquarius-cmp-ns685u-isp4/,"Ноутбук AQUARIUS CMP NS685U (Исп.4) RCN-NS685U132018S125SCN2TNNNN2, 15.6"", IPS, Intel Core i3 1125G4 2.0ГГц, 4-ядерный, 8ГБ 256ГБ SSD,  Intel UHD Graphics, без операционной системы, черный",RCN-NS685U132018S125SCN2TNNNN2,AQUARIUS,Ноутбуки,CMP NS685U (Исп.4),2004831
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2918 Z1C8000EA(MTL73), 14.2"", 2023, Retina XDR, Apple M3 8 core 4ГГц, 8-ядерный, 8ГБ 512ГБ SSD,  Mac OS, серый космос",Z1C8000EA(MTL73),APPLE,Ноутбуки,A2918,2004832
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2992 Z1AU001DT(MRX33), 14.2"", 2023, Retina XDR, Apple M3 Pro 11 core 4ГГц, 11-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",Z1AU001DT(MRX33),APPLE,Ноутбуки,A2992,2004835
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2991 Z1AF000TR(MRW13), 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 18ГБ 512ГБ SSD,  Mac OS, черный космос",Z1AF000TR(MRW13),APPLE,Ноутбуки,A2991,2004837
https://www.apple.com/macbook-pro/specs/,"Ноутбук Apple MacBook Pro A2991 Z1AG000Q5(MRW23), 16.2"", 2023, Retina XDR, Apple M3 Pro 12 core 4ГГц, 12-ядерный, 36ГБ 512ГБ SSD,  Mac OS, черный космос",Z1AG000Q5(MRW23),APPLE,Ноутбуки,A2991,2004839
https://3logic.ru/products/?I=128846,"Ноутбук игровой COLORFUL Evol P15 23 A10003400452, 15.6"", IPS, Intel Core i5 12450H 2ГГц, 8-ядерный, 16ГБ DDR5, 512ГБ SSD,  NVIDIA GeForce  RTX 4050 для ноутбуков - 6 ГБ, без операционной системы, син",A10003400452,COLORFUL,Ноутбуки,P15 23,2006291
